ensembl_gene_id,symbol,logFC,t,P.Value
ENSG00000153933,DGKE,-0.136946677,-0.43952098,0.662973424
ENSG00000153936,HS2ST1,0.701936773,0.893499465,0.37766426
ENSG00000153944,MSI2,-0.856999,-3.277767656,0.002360414
ENSG00000153975,ZUFSP,0.201094455,0.802132203,0.427864285
ENSG00000153982,GDPD1,1.027981483,1.401121627,0.169941662
ENSG00000153989,NUS1,-0.122832375,-0.546378204,0.58825624
ENSG00000154001,PPP2R5E,0.733932226,1.840268651,0.074181108
ENSG00000154016,GRAP,-2.039846486,-2.761503519,0.009084437
ENSG00000154027,AK5,-0.816731265,-0.773256346,0.444537823
ENSG00000154059,IMPACT,-0.300885693,-0.421078231,0.676260584
ENSG00000154065,ANKRD29,-1.840288782,-1.606580157,0.11709032
ENSG00000154079,SDHAF4,-0.76701065,-2.301517953,0.027403236
ENSG00000154099,DNAAF1,0.077870488,0.068221525,0.945995743
ENSG00000154102,C16orf74,-1.345354617,-1.929270428,0.061798074
ENSG00000154114,TBCEL,0.130838123,0.168198762,0.867390605
ENSG00000154122,ANKH,-1.513825667,-5.375933745,5.07E-06
ENSG00000154124,OTULIN,0.595089042,2.288021798,0.028260692
ENSG00000154127,UBASH3B,-0.237906405,-0.503226404,0.617942833
ENSG00000154133,ROBO4,0.287320617,0.417761662,0.678661375
ENSG00000154134,ROBO3,0.352369143,0.567204866,0.574178369
ENSG00000154144,TBRG1,-0.086459921,-0.864136737,0.393369212
ENSG00000154146,NRGN,-0.996218666,-1.3899286,0.173287468
ENSG00000154153,FAM134B,-3.609077146,-3.594948734,0.000985207
ENSG00000154165,GPR15,-7.180937382,-4.898802313,2.15E-05
ENSG00000154174,TOMM70A,-0.199786476,-0.655005763,0.516726139
ENSG00000154175,ABI3BP,-0.522417123,-0.447574398,0.657205502
ENSG00000154188,ANGPT1,1.466709765,1.374600974,0.177952215
ENSG00000154217,PITPNC1,0.407199765,0.686142321,0.497122818
ENSG00000154222,CC2D1B,0.728592336,1.077375792,0.288648141
ENSG00000154227,CERS3,-2.360767712,-2.133286387,0.039954763
ENSG00000154229,PRKCA,-3.295362018,-5.791804808,1.43E-06
ENSG00000154237,LRRK1,-1.671306302,-1.509215311,0.140177412
ENSG00000154240,CEP112,-3.764091164,-4.548089549,6.18E-05
ENSG00000154258,ABCA9,0.441927981,0.366802486,0.715964408
ENSG00000154262,ABCA6,2.580208504,2.562826177,0.014818125
ENSG00000154263,ABCA10,0.671222983,0.555761201,0.581893173
ENSG00000154265,ABCA5,-0.223001868,-0.604347044,0.549492622
ENSG00000154269,ENPP3,1.557267059,1.224945175,0.228738155
ENSG00000154274,C4orf19,0.92084305,0.867751872,0.391413624
ENSG00000154277,UCHL1,1.72539251,1.661735892,0.105456658
ENSG00000154305,MIA3,-0.147450198,-1.070882159,0.291517723
ENSG00000154309,DISP1,1.301532066,1.163587565,0.252426005
ENSG00000154310,TNIK,-0.282528776,-1.253096567,0.218439145
ENSG00000154316,TDH,0.857566217,0.647296336,0.521643732
ENSG00000154319,FAM167A,3.798316718,3.090821682,0.003890432
ENSG00000154328,NEIL2,0.264347338,0.308373143,0.759617849
ENSG00000154358,OBSCN,-1.938431894,-2.51609691,0.016581255
ENSG00000154359,LONRF1,0.165262327,0.42068453,0.676545396
ENSG00000154370,TRIM11,0.431384879,1.852480948,0.072365559
ENSG00000154429,CCSAP,-0.52832719,-0.679099877,0.501520233
ENSG00000154447,SH3RF1,5.848477489,4.66090663,4.41E-05
ENSG00000154451,GBP5,0.312501928,0.244518938,0.808250131
ENSG00000154473,BUB3,-0.072507498,-0.581498161,0.564613992
ENSG00000154479,CCDC173,1.475187689,1.977867955,0.055821739
ENSG00000154485,MMP21,-1.080713423,-1.027960032,0.310987928
ENSG00000154493,C10orf90,-0.092593869,-0.16235019,0.871959428
ENSG00000154511,FAM69A,-0.633075196,-1.551943658,0.129630358
ENSG00000154518,ATP5G3,-0.001892618,-0.011516973,0.990876082
ENSG00000154548,SRSF12,2.077624289,2.02218237,0.05081635
ENSG00000154556,SORBS2,2.325337379,1.869413139,0.069911197
ENSG00000154582,TCEB1,-0.194731741,-1.252615946,0.218612014
ENSG00000154589,LY96,-4.40362034,-4.200535086,0.000172931
ENSG00000154611,PSMA8,1.488056621,1.1501544,0.257842225
ENSG00000154620,TMSB4Y,0.389447449,0.790933098,0.434285371
ENSG00000154639,CXADR,-3.077776288,-2.99290809,0.00502871
ENSG00000154640,BTG3,-1.329369061,-4.272466606,0.000139959
ENSG00000154642,C21orf91,-0.050323301,-0.162982815,0.871465012
ENSG00000154645,CHODL,-0.026279428,-0.021983775,0.982585172
ENSG00000154654,NCAM2,1.727171502,1.940711903,0.060343394
ENSG00000154655,L3MBTL4,6.404848511,4.849736847,2.50E-05
ENSG00000154678,PDE1C,4.75041923,6.144782053,4.89E-07
ENSG00000154710,RABGEF1,0.264904649,0.91614011,0.365833774
ENSG00000154719,MRPL39,-0.52282716,-3.121275153,0.003589338
ENSG00000154723,ATP5J,-0.34436435,-1.814892695,0.078078034
ENSG00000154727,GABPA,-0.138062834,-0.508478451,0.614293254
ENSG00000154734,ADAMTS1,10.48991476,6.611371287,1.19E-07
ENSG00000154736,ADAMTS5,-0.669184251,-0.787966354,0.435996057
ENSG00000154743,TSEN2,-0.463235852,-0.894260333,0.377262728
ENSG00000154760,SLFN13,2.923939215,7.816027497,3.38E-09
ENSG00000154764,WNT7A,-10.95230648,-9.252170498,5.95E-11
ENSG00000154767,XPC,-0.422928986,-1.65108688,0.107625187
ENSG00000154781,CCDC174,0.006158972,0.037142176,0.970581701
ENSG00000154783,FGD5,-0.344319716,-0.329888505,0.743441421
ENSG00000154803,FLCN,-0.361784727,-1.050942514,0.300453932
ENSG00000154813,DPH3,0.471565377,2.059023512,0.046958085
ENSG00000154814,OXNAD1,-1.332471318,-2.503703269,0.01708009
ENSG00000154822,PLCL2,0.533505592,2.561635185,0.014860836
ENSG00000154832,CXXC1,0.167216273,0.875354292,0.387321262
ENSG00000154839,SKA1,2.487309623,1.896410592,0.066145313
ENSG00000154845,PPP4R1,0.439459895,1.768880182,0.085587742
ENSG00000154856,APCDD1,1.3536195,1.706861374,0.096665151
ENSG00000154874,CCDC144B,-0.272877387,-0.314054253,0.755335465
ENSG00000154889,MPPE1,0.479899132,2.917982528,0.006104624
ENSG00000154898,CCDC144CP,2.684198175,2.884756689,0.006647923
ENSG00000154914,USP43,7.750648431,6.715951714,8.71E-08
ENSG00000154917,RAB6B,-1.383934296,-1.288388324,0.206023822
ENSG00000154920,EME1,0.481392264,0.441342463,0.661667022
ENSG00000154928,EPHB1,-0.246617153,-0.189847878,0.850520003
ENSG00000154930,ACSS1,1.296030483,3.637031973,0.000875444
ENSG00000154945,ANKRD40,0.073747862,0.245465659,0.807522883
ENSG00000154957,ZNF18,0.185884773,0.391900517,0.697496806
ENSG00000154975,CA10,-0.021118199,-0.021782588,0.98274452
ENSG00000154978,VOPP1,-0.557431626,-2.042399515,0.048666078
ENSG00000155008,APOOL,0.280293911,0.50389968,0.61747443
ENSG00000155011,DKK2,2.630874628,3.452308455,0.001464897
ENSG00000155016,CYP2U1,0.384626374,0.558648039,0.579942237
ENSG00000155034,FBXL18,0.024498913,0.030613014,0.975751257
ENSG00000155066,PROM2,1.264100794,1.473293052,0.149567804
ENSG00000155085,AK9,0.631403813,1.926098587,0.062206666
ENSG00000155090,KLF10,0.968269819,2.327469093,0.025819976
ENSG00000155093,PTPRN2,0.456871896,0.518995058,0.607015343
ENSG00000155096,AZIN1,0.38197639,1.525522682,0.136073518
ENSG00000155097,ATP6V1C1,0.147122379,0.485728443,0.630172681
ENSG00000155099,TMEM55A,-1.262385578,-4.392538965,9.81E-05
ENSG00000155100,OTUD6B,0.340296261,1.189678231,0.242143648
ENSG00000155111,CDK19,0.694489391,1.679323865,0.101954357
ENSG00000155115,GTF3C6,-0.325390313,-2.01275062,0.051847583
ENSG00000155158,TTC39B,0.414151239,1.395541815,0.171603207
ENSG00000155189,AGPAT5,0.320456606,0.643555292,0.524039043
ENSG00000155229,MMS19,0.025030397,0.076407226,0.939528194
ENSG00000155252,PI4K2A,1.009029916,4.00663405,0.000304467
ENSG00000155254,MARVELD1,-2.44999442,-2.040321321,0.048883378
ENSG00000155256,ZFYVE27,0.086756007,0.440992204,0.661918152
ENSG00000155265,GOLGA7B,-3.325595857,-2.79947123,0.008256979
ENSG00000155275,TRMT44,0.798223026,1.421208222,0.164064309
ENSG00000155287,SLC25A28,-0.493517554,-3.455359329,0.00145261
ENSG00000155304,HSPA13,0.170408469,0.538462102,0.593650489
ENSG00000155307,SAMSN1,-1.934077821,-5.805817265,1.37E-06
ENSG00000155313,USP25,0.198902968,0.688646033,0.495564638
ENSG00000155324,GRAMD3,-0.144356639,-0.164147772,0.8705547
ENSG00000155329,ZCCHC10,0.024225937,0.145671581,0.88501249
ENSG00000155330,C16orf87,0.035408454,0.157388674,0.875838797
ENSG00000155363,MOV10,0.104977172,0.694850534,0.491715029
ENSG00000155366,RHOC,3.670138137,7.979635151,2.11E-09
ENSG00000155367,PPM1J,0.576712604,0.467764006,0.642839485
ENSG00000155368,DBI,0.556373572,2.716046441,0.010176494
ENSG00000155380,SLC16A1,-1.181763667,-1.277797592,0.209692127
ENSG00000155393,HEATR3,0.729188916,2.635467072,0.012416717
ENSG00000155438,NIFK,-0.229164087,-1.245135177,0.221315907
ENSG00000155463,OXA1L,-0.228355322,-1.332539699,0.191253855
ENSG00000155465,SLC7A7,1.580186662,1.4427106,0.157950979
ENSG00000155506,LARP1,-0.403369619,-2.639552848,0.012292953
ENSG00000155508,CNOT8,-0.113402587,-0.660318646,0.513351862
ENSG00000155530,LRGUK,1.236772906,1.213912901,0.232871166
ENSG00000155542,SETD9,1.005112018,0.950757115,0.348217027
ENSG00000155545,MIER3,0.369234399,1.011115568,0.318868201
ENSG00000155561,NUP205,-0.13263556,-0.538398976,0.5936936
ENSG00000155592,ZKSCAN2,1.159165729,1.522664279,0.136785787
ENSG00000155621,C9orf85,0.726997206,1.998131927,0.053482019
ENSG00000155629,PIK3AP1,7.363426034,7.40041239,1.14E-08
ENSG00000155636,RBM45,-0.207821277,-0.875691833,0.387140197
ENSG00000155640,C10orf12,1.300154648,2.158311184,0.037812127
ENSG00000155657,TTN,-1.521467489,-2.798179295,0.00828394
ENSG00000155659,VSIG4,0.368700163,0.413108801,0.682035215
ENSG00000155660,PDIA4,0.514714574,2.110892774,0.041962474
ENSG00000155666,KDM8,0.172304965,0.37655924,0.708763853
ENSG00000155729,KCTD18,0.729492238,1.104310299,0.276957925
ENSG00000155744,FAM126B,1.333385193,1.557419747,0.128326325
ENSG00000155749,ALS2CR12,0.733352124,0.700276061,0.488362503
ENSG00000155755,TMEM237,1.288161,1.302319521,0.201272794
ENSG00000155760,FZD7,-1.751627439,-1.53004761,0.134952087
ENSG00000155792,DEPTOR,-0.649321492,-0.505088325,0.616647876
ENSG00000155816,FMN2,-0.847668245,-1.004459636,0.322019294
ENSG00000155827,RNF20,0.099920763,0.513521948,0.610797945
ENSG00000155846,PPARGC1B,-0.268546163,-0.272840223,0.786571961
ENSG00000155849,ELMO1,-0.273113238,-1.636590106,0.110636325
ENSG00000155850,SLC26A2,-1.086765661,-1.036069157,0.307242448
ENSG00000155858,LSM11,-0.157534785,-0.156830396,0.876275508
ENSG00000155868,MED7,0.346319567,1.075082207,0.289659416
ENSG00000155875,SAXO1,0.121340456,0.127684687,0.899125916
ENSG00000155876,RRAGA,0.678873247,0.863150104,0.393903997
ENSG00000155886,SLC24A2,0.825703014,1.171313015,0.249348827
ENSG00000155893,PXYLP1,1.061204911,1.250470398,0.21938497
ENSG00000155903,RASA2,0.557210471,2.077042002,0.04516643
ENSG00000155906,RMND1,0.832047749,1.375032931,0.177819433
ENSG00000155926,SLA,-0.095753857,-0.235679015,0.815048998
ENSG00000155957,TMBIM4,0.115285931,0.546942622,0.587872534
ENSG00000155959,VBP1,-0.147648131,-0.79224399,0.433530773
ENSG00000155961,RAB39B,-0.548151469,-0.787352628,0.43635045
ENSG00000155962,CLIC2,0.233423919,0.19543268,0.846179132
ENSG00000155966,AFF2,0.005246765,0.004439053,0.996483247
ENSG00000155970,MICU3,0.079782424,0.142688127,0.887350956
ENSG00000155974,GRIP1,-3.343333312,-2.129070424,0.040326126
ENSG00000155975,VPS37A,0.734672665,2.564737343,0.014749822
ENSG00000155980,KIF5A,-1.264400743,-1.264976903,0.214198563
ENSG00000156011,PSD3,-3.357329498,-2.308403891,0.026974829
ENSG00000156017,CARNMT1,0.302277463,1.336763323,0.189884604
ENSG00000156026,MCU,-0.218829241,-0.851193839,0.400421088
ENSG00000156030,ELMSAN1,0.076055504,0.319240688,0.751432796
ENSG00000156042,CFAP70,-0.722348211,-0.704974022,0.485469968
ENSG00000156049,GNA14,0.102932684,0.109434761,0.913479799
ENSG00000156050,FAM161B,0.430353242,0.543816009,0.589999603
ENSG00000156052,GNAQ,-1.090433474,-2.565049539,0.014738692
ENSG00000156097,GPR61,0.100797693,0.10952201,0.913411102
ENSG00000156110,ADK,-1.061165781,-5.301302873,6.36E-06
ENSG00000156113,KCNMA1,1.082735265,0.693911751,0.492296424
ENSG00000156127,BATF,-0.53544755,-1.18827477,0.242688817
ENSG00000156136,DCK,0.10451259,0.328500576,0.744481476
ENSG00000156162,DPY19L4,-0.212842712,-0.662043119,0.512259206
ENSG00000156170,NDUFAF6,-0.275761309,-0.950723137,0.348234039
ENSG00000156171,DRAM2,0.00531406,0.022309142,0.982327471
ENSG00000156172,C8orf37,-1.493123662,-1.648881487,0.108078859
ENSG00000156194,PPEF2,-1.69100844,-1.833625889,0.075184863
ENSG00000156219,ART3,0.070725534,0.068246722,0.94597583
ENSG00000156232,WHAMM,0.03726806,0.142882049,0.887198927
ENSG00000156234,CXCL13,-0.34659869,-0.331034182,0.742583267
ENSG00000156239,N6AMT1,0.049979398,0.137424765,0.891478923
ENSG00000156253,RWDD2B,0.194038395,0.352269373,0.726738808
ENSG00000156256,USP16,-0.243343721,-1.782714773,0.083268232
ENSG00000156261,CCT8,-0.299254887,-1.551506902,0.129734824
ENSG00000156265,MAP3K7CL,0.366714359,0.693832318,0.492345635
ENSG00000156273,BACH1,0.369821826,1.136482186,0.263440653
ENSG00000156298,TSPAN7,-2.492246484,-1.969764605,0.056781972
ENSG00000156299,TIAM1,-0.713794281,-1.272150932,0.211668013
ENSG00000156304,SCAF4,0.23781843,1.547325883,0.13073832
ENSG00000156313,RPGR,0.059103879,0.17885849,0.859075359
ENSG00000156345,CDK20,-0.515269942,-0.473133072,0.639042141
ENSG00000156374,PCGF6,0.66233115,1.825198793,0.076474861
ENSG00000156381,ANKRD9,0.727954899,1.43271861,0.160769051
ENSG00000156384,SFR1,0.461762126,1.649057458,0.108042602
ENSG00000156395,SORCS3,-2.862990361,-2.537521407,0.015750298
ENSG00000156398,SFXN2,-0.354472319,-0.622094381,0.537892824
ENSG00000156411,C14orf2,-0.44524232,-2.345924459,0.024744729
ENSG00000156413,FUT6,1.176072396,0.937641093,0.354824603
ENSG00000156414,TDRD9,0.084815727,0.052569227,0.958372645
ENSG00000156427,FGF18,-1.286640002,-1.039428815,0.305699838
ENSG00000156453,PCDH1,5.946625867,3.891934008,0.000423976
ENSG00000156467,UQCRB,-1.101927013,-5.737721692,1.68E-06
ENSG00000156469,MTERF3,0.575723373,0.693290736,0.492681234
ENSG00000156471,PTDSS1,0.295545112,1.269705754,0.212527976
ENSG00000156475,PPP2R2B,1.46566332,2.511965315,0.016746047
ENSG00000156482,RPL30,-1.330165505,-6.469537834,1.83E-07
ENSG00000156500,FAM122C,0.803200492,1.042324595,0.304374526
ENSG00000156502,SUPV3L1,0.920913769,1.221033655,0.230197248
ENSG00000156504,FAM122B,0.025307935,0.164643343,0.870167508
ENSG00000156508,EEF1A1,-1.024477987,-7.376197024,1.22E-08
ENSG00000156509,FBXO43,0.267133749,0.265698417,0.792023067
ENSG00000156510,HKDC1,-7.502306653,-5.107580989,1.15E-05
ENSG00000156515,HK1,-0.552395761,-2.755039269,0.009232785
ENSG00000156521,TYSND1,-0.465355125,-2.293863623,0.027886624
ENSG00000156531,PHF6,1.360794737,1.571750886,0.124963917
ENSG00000156535,CD109,0.643031449,0.527889271,0.600891725
ENSG00000156564,LRFN2,3.073691874,2.63186606,0.012526749
ENSG00000156574,NODAL,-0.040874817,-0.038501715,0.969505421
ENSG00000156587,UBE2L6,0.526568081,2.788806429,0.008482012
ENSG00000156599,ZDHHC5,0.262710764,0.645500992,0.522792519
ENSG00000156603,MED19,-0.017840752,-0.078816311,0.937625539
ENSG00000156639,ZFAND3,0.22492528,0.854569375,0.398574345
ENSG00000156642,NPTN,0.488215082,1.8772012,0.068806438
ENSG00000156650,KAT6B,0.624110972,3.817757349,0.000524412
ENSG00000156671,SAMD8,0.408184792,1.729358479,0.092515773
ENSG00000156675,RAB11FIP1,1.122092412,3.019627937,0.004690266
ENSG00000156697,UTP14A,-0.209384898,-0.695832483,0.491107312
ENSG00000156709,AIFM1,0.580216406,1.022404558,0.313571983
ENSG00000156711,MAPK13,-1.077610356,-2.371342625,0.023330025
ENSG00000156735,BAG4,0.296746417,0.625647407,0.535586033
ENSG00000156738,MS4A1,-1.509357294,-1.325469992,0.193562714
ENSG00000156787,TBC1D31,2.82074184,6.054910833,6.42E-07
ENSG00000156795,WDYHV1,0.211608187,0.787823165,0.436078726
ENSG00000156802,ATAD2,0.148726634,0.551191015,0.584988248
ENSG00000156804,FBXO32,-0.526969288,-1.281873846,0.208274439
ENSG00000156831,NSMCE2,0.515029909,0.681897305,0.499770906
ENSG00000156853,ZNF689,0.050194731,0.11016922,0.912901532
ENSG00000156858,PRR14,0.060824814,0.3394278,0.736306384
ENSG00000156860,FBRS,-0.358861076,-1.463368401,0.152248648
ENSG00000156869,FRRS1,0.577907138,0.534096296,0.59663554
ENSG00000156873,PHKG2,0.37365879,1.545482001,0.131182865
ENSG00000156875,HIAT1,0.321050493,1.790879659,0.081924389
ENSG00000156876,SASS6,1.27531441,1.862377008,0.070922315
ENSG00000156885,COX6A2,3.673364852,3.397997019,0.001701063
ENSG00000156886,ITGAD,8.615949864,6.29840978,3.07E-07
ENSG00000156928,MALSU1,-0.656189927,-3.472611313,0.001384974
ENSG00000156931,VPS8,0.398012692,1.418492996,0.164849326
ENSG00000156958,GALK2,-0.153064075,-0.551621599,0.584696302
ENSG00000156959,LHFPL4,-0.531808148,-0.552586794,0.584042135
ENSG00000156966,B3GNT7,12.09456996,8.483803134,5.01E-10
ENSG00000156968,MPV17L,2.130338235,1.685148988,0.100815898
ENSG00000156970,BUB1B,0.643388857,0.463557999,0.645821063
ENSG00000156973,PDE6D,-0.095739461,-0.339153479,0.736511239
ENSG00000156976,EIF4A2,-0.439308402,-3.923916972,0.000386693
ENSG00000156983,BRPF1,0.957096639,4.049130327,0.000269131
ENSG00000156990,RPUSD3,0.571863167,2.783452222,0.008597132
ENSG00000157014,TATDN2,-0.084215518,-0.314933186,0.754673627
ENSG00000157017,GHRL,0.539003006,0.542818591,0.590678934
ENSG00000157020,SEC13,0.210599364,1.572155764,0.124869973
ENSG00000157021,FAM92A1P1,0.013587268,0.016107148,0.987239954
ENSG00000157036,EXOG,0.784577902,0.978825736,0.334352538
ENSG00000157045,NTAN1,-0.017852924,-0.034753361,0.972472941
ENSG00000157077,ZFYVE9,-2.1217304,-2.324987863,0.025967708
ENSG00000157087,ATP2B2,-0.539411946,-0.553743559,0.583258599
ENSG00000157106,SMG1,0.389092495,2.119832642,0.041150523
ENSG00000157107,FCHO2,3.811313132,2.971374771,0.005318077
ENSG00000157110,RBPMS,-0.578125341,-0.50592621,0.616065536
ENSG00000157111,TMEM171,1.571820702,0.992453405,0.327756807
ENSG00000157152,SYN2,0.240993055,0.328424636,0.744538396
ENSG00000157168,NRG1,-0.662272241,-0.589402557,0.5593593
ENSG00000157181,C1orf27,0.406175185,1.649512918,0.107948806
ENSG00000157184,CPT2,-0.369436224,-1.169971426,0.249881234
ENSG00000157191,NECAP2,-1.276579976,-6.916224001,4.78E-08
ENSG00000157193,LRP8,0.121297351,0.22383977,0.824177389
ENSG00000157212,PAXIP1,0.357989186,0.687221981,0.496450561
ENSG00000157216,SSBP3,0.574101395,1.641250343,0.109660862
ENSG00000157224,CLDN12,-2.576298923,-2.130920635,0.040162776
ENSG00000157227,MMP14,0.68189368,0.7712703,0.445698661
ENSG00000157240,FZD1,4.417212466,3.0467814,0.004368432
ENSG00000157259,GATAD1,1.164686841,3.347164007,0.001954866
ENSG00000157303,SUSD3,-7.178472446,-8.597035069,3.64E-10
ENSG00000157306,RP11-66N24.4,0.395439315,0.778355837,0.44156544
ENSG00000157315,TMED6,-0.382535145,-0.382743751,0.704213608
ENSG00000157326,DHRS4,-0.571537326,-2.587450823,0.013959932
ENSG00000157343,ARMC12,-2.864908968,-2.326573196,0.02587323
ENSG00000157349,DDX19B,0.544302047,3.090984254,0.003888763
ENSG00000157350,ST3GAL2,1.207389735,5.088074134,1.22E-05
ENSG00000157353,FUK,-0.039084503,-0.149048034,0.882367248
ENSG00000157379,DHRS1,0.975642053,4.59845986,5.31E-05
ENSG00000157388,CACNA1D,-1.008839576,-0.783998737,0.438290192
ENSG00000157404,KIT,6.633817635,3.777078953,0.000588941
ENSG00000157426,AASDH,-0.096619891,-0.357783505,0.722644019
ENSG00000157429,ZNF19,-0.415634731,-0.3607096,0.720474456
ENSG00000157445,CACNA2D3,1.16933018,1.109005717,0.274954925
ENSG00000157450,RNF111,0.025089872,0.10526223,0.916765886
ENSG00000157456,CCNB2,2.194938927,1.623541496,0.113405682
ENSG00000157470,FAM81A,1.468126188,1.486224735,0.146131222
ENSG00000157483,MYO1E,9.329051855,6.858088499,5.69E-08
ENSG00000157500,APPL1,0.358729507,1.6584608,0.106119704
ENSG00000157510,AFAP1L1,3.827624565,2.277426657,0.028950647
ENSG00000157514,TSC22D3,-0.15057223,-0.443104776,0.66040408
ENSG00000157538,DSCR3,0.601414207,2.288185193,0.028250168
ENSG00000157540,DYRK1A,-0.296118715,-1.069569503,0.292100217
ENSG00000157542,KCNJ6,-0.795248935,-0.96055671,0.343333781
ENSG00000157551,KCNJ15,-1.063379512,-1.022614589,0.313474022
ENSG00000157554,ERG,0.358018254,0.348755621,0.72935238
ENSG00000157557,ETS2,-1.180325298,-1.14471307,0.260059919
ENSG00000157570,TSPAN18,-6.232996634,-5.29961166,6.39E-06
ENSG00000157578,LCA5L,0.894196141,0.871671301,0.389300397
ENSG00000157593,SLC35B2,0.610761054,3.324371689,0.002080087
ENSG00000157600,TMEM164,1.252577328,2.620081084,0.012893174
ENSG00000157601,MX1,-1.273784839,-2.865666795,0.006980253
ENSG00000157617,C2CD2,1.086848883,1.549897213,0.130120428
ENSG00000157625,TAB3,0.014164351,0.019337645,0.984681063
ENSG00000157637,SLC38A10,0.32194522,1.878634392,0.068604774
ENSG00000157653,C9orf43,-1.573190908,-1.399356424,0.170465935
ENSG00000157657,ZNF618,2.422849764,3.980005935,0.000328875
ENSG00000157680,DGKI,0.955993231,1.475109677,0.149081189
ENSG00000157693,C9orf91,0.994787231,1.183270407,0.244640068
ENSG00000157703,SVOPL,2.530873392,2.33015488,0.025660921
ENSG00000157734,SNX22,0.116012346,0.114721509,0.90931843
ENSG00000157741,UBN2,0.475147279,1.333199786,0.191039364
ENSG00000157764,BRAF,0.27593605,1.280646909,0.208700393
ENSG00000157766,ACAN,-0.57575496,-0.530567613,0.599053419
ENSG00000157778,PSMG3,-0.196535188,-0.790592422,0.434481606
ENSG00000157782,CABP1,-1.293930511,-1.407826746,0.167961695
ENSG00000157796,WDR19,-0.061803208,-0.09787055,0.922590829
ENSG00000157800,SLC37A3,-0.450283373,-1.695332206,0.098851079
ENSG00000157823,AP3S2,0.460512295,0.633112374,0.530756418
ENSG00000157827,FMNL2,-0.807795619,-0.616702328,0.541403512
ENSG00000157833,GAREML,-0.233374839,-0.180748791,0.857602479
ENSG00000157837,SPPL3,-0.003878885,-0.021645622,0.982853002
ENSG00000157869,RAB28,0.257705057,0.998336161,0.324936973
ENSG00000157870,FAM213B,-0.169665609,-0.543702757,0.590076718
ENSG00000157873,TNFRSF14,-0.354951457,-2.208567687,0.033814801
ENSG00000157881,PANK4,0.305967671,1.549275778,0.130269542
ENSG00000157895,C12orf43,-0.086252761,-0.423670997,0.674386124
ENSG00000157911,PEX10,0.546086654,0.903740403,0.372282863
ENSG00000157916,RER1,-0.210624277,-1.445140128,0.157271703
ENSG00000157927,RADIL,-1.105209484,-1.104040072,0.277073515
ENSG00000157933,SKI,-0.617248278,-1.587800106,0.12128382
ENSG00000157954,WIPI2,0.097942999,0.509759346,0.613404681
ENSG00000157978,LDLRAP1,-1.292091333,-2.864392928,0.007002974
ENSG00000157985,AGAP1,-0.525463689,-0.374916018,0.709974685
ENSG00000157992,KRTCAP3,-1.527759735,-2.208265386,0.033837674
ENSG00000157999,ANKRD61,0.850618812,0.710855005,0.481862719
ENSG00000158006,PAFAH2,2.334907037,7.833545037,3.21E-09
ENSG00000158019,BRE,0.142743581,0.972084343,0.337648123
ENSG00000158023,WDR66,-0.892833469,-0.792441739,0.43341701
ENSG00000158042,MRPL17,-0.556680634,-2.296973439,0.027689315
ENSG00000158050,DUSP2,0.352325139,0.435363128,0.665959519
ENSG00000158062,UBXN11,-1.487729569,-7.132233549,2.51E-08
ENSG00000158079,PTPDC1,-0.33107032,-0.503404522,0.617818899
ENSG00000158092,NCK1,0.570644384,0.755368556,0.455057929
ENSG00000158104,HPD,-0.527379847,-0.666440881,0.509478444
ENSG00000158106,RHPN1,-4.075722849,-5.675712634,2.04E-06
ENSG00000158109,TPRG1L,-0.54164692,-2.914267392,0.006163235
ENSG00000158113,LRRC43,6.785479681,7.173897963,2.22E-08
ENSG00000158122,AAED1,0.242896025,0.971197496,0.338083281
ENSG00000158156,XKR8,1.257536209,3.3060098,0.00218651
ENSG00000158158,CNNM4,0.131371291,0.467972793,0.642691635
ENSG00000158161,EYA3,1.165190157,2.248630011,0.030902893
ENSG00000158164,TMSB15A,2.182999909,2.735651461,0.009691345
ENSG00000158169,FANCC,-0.747355834,-0.606183166,0.548286574
ENSG00000158186,MRAS,4.783481054,4.018047395,0.000294555
ENSG00000158195,WASF2,-0.206236342,-1.311383399,0.198226744
ENSG00000158201,ABHD3,0.057980662,0.256429986,0.79911316
ENSG00000158220,ESYT3,-1.320607188,-1.444061785,0.157572913
ENSG00000158234,FAIM,1.999198944,3.436687022,0.001529388
ENSG00000158286,RNF207,-2.948475566,-2.493443937,0.017503366
ENSG00000158290,CUL4B,0.150920741,0.468771348,0.642126283
ENSG00000158292,GPR153,8.150819893,6.730300654,8.34E-08
ENSG00000158296,SLC13A3,2.504106754,2.05487492,0.047379324
ENSG00000158301,GPRASP2,-2.345268529,-1.494049174,0.144082676
ENSG00000158321,AUTS2,1.536654731,1.909661961,0.064361537
ENSG00000158373,HIST1H2BD,-0.183816709,-0.622897221,0.537371128
ENSG00000158402,CDC25C,1.296383709,1.28024919,0.20883861
ENSG00000158406,HIST1H4H,0.139572723,0.277505451,0.783017011
ENSG00000158411,MITD1,-0.060403932,-0.300014651,0.765932392
ENSG00000158417,EIF5B,-0.418996766,-2.592774594,0.013780513
ENSG00000158423,RIBC1,0.834048921,0.721594484,0.475314801
ENSG00000158427,TMSB15B,-0.182951627,-0.230119459,0.819332395
ENSG00000158428,CATIP,2.534210694,2.914874067,0.006153628
ENSG00000158435,CNOT11,-0.342172297,-2.121913978,0.040963492
ENSG00000158445,KCNB1,-0.077997686,-0.071171213,0.943664734
ENSG00000158457,TSPAN33,1.609754387,1.414485932,0.166013219
