ensembl_gene_id,symbol,logFC,t,P.Value
ENSG00000139180,NDUFA9,0.208942725,1.194272081,0.240365471
ENSG00000139182,CLSTN3,2.198538464,5.272365845,6.95E-06
ENSG00000139187,KLRG1,-0.468063636,-0.626628319,0.534950096
ENSG00000139190,VAMP1,0.714445055,2.846081036,0.007337338
ENSG00000139192,TAPBPL,0.848246819,3.424580862,0.001581233
ENSG00000139193,CD27,-4.845786669,-3.952600669,0.000355986
ENSG00000139194,RBP5,2.02005951,2.106639881,0.042353677
ENSG00000139197,PEX5,0.198953661,0.767063072,0.448163715
ENSG00000139200,PIANP,-6.406770417,-5.676967264,2.03E-06
ENSG00000139211,AMIGO2,-0.141090788,-0.166274599,0.868893233
ENSG00000139218,SCAF11,0.130620785,1.117465579,0.271372148
ENSG00000139220,PPFIA2,-0.614614743,-0.687173472,0.496480754
ENSG00000139233,LLPH,0.431487482,1.632171717,0.111567755
ENSG00000139239,RPL14P1,-0.92315514,-2.620174473,0.012890232
ENSG00000139263,LRIG3,0.364928858,0.594238262,0.556156864
ENSG00000139266,Mar.09,-1.385275119,-3.889974935,0.000426371
ENSG00000139269,INHBE,1.951454765,2.010310294,0.052117355
ENSG00000139278,GLIPR1,-0.952948262,-2.353129445,0.024336047
ENSG00000139289,PHLDA1,-0.709866221,-1.208756488,0.234821753
ENSG00000139291,TMEM19,0.405592887,2.11356791,0.041718038
ENSG00000139318,DUSP6,1.591388148,4.080532912,0.000245626
ENSG00000139323,POC1B,0.872306079,2.738992209,0.009610849
ENSG00000139324,TMTC3,0.155401245,0.28984289,0.773638694
ENSG00000139343,SNRPF,-0.657853578,-3.641410437,0.000864727
ENSG00000139344,AMDHD1,1.495257652,1.636793771,0.110593546
ENSG00000139350,NEDD1,0.016390427,0.064010697,0.949324208
ENSG00000139351,SYCP3,3.115392262,2.949705349,0.005625049
ENSG00000139354,GAS2L3,0.769487212,1.278640436,0.209398396
ENSG00000139370,SLC15A4,3.32906984,4.854580144,2.46E-05
ENSG00000139372,TDG,0.201010585,1.275119803,0.210627399
ENSG00000139405,RITA1,1.326901578,1.654535058,0.106919014
ENSG00000139410,SDSL,5.098165575,3.458727057,0.001439162
ENSG00000139428,MMAB,0.730491187,2.541549567,0.015598396
ENSG00000139433,GLTP,0.851264358,3.61390446,0.000934214
ENSG00000139436,GIT2,0.037924067,0.248434674,0.805243288
ENSG00000139437,TCHP,0.365614372,1.409584762,0.167445568
ENSG00000139438,FAM222A,2.027246749,2.508882615,0.016869978
ENSG00000139496,NUPL1,0.214676837,0.658003225,0.514820941
ENSG00000139505,MTMR6,-0.026819552,-0.088103541,0.930294221
ENSG00000139508,SLC46A3,-0.853983933,-2.699719083,0.010597641
ENSG00000139514,SLC7A1,-1.371041638,-3.433752399,0.001541804
ENSG00000139517,LNX2,-0.605971647,-1.975587347,0.056090551
ENSG00000139531,SUOX,4.326450779,4.825647274,2.69E-05
ENSG00000139537,CCDC65,-2.434252636,-2.827212904,0.007697439
ENSG00000139540,SLC39A5,0.587860777,0.528328736,0.600589912
ENSG00000139546,TARBP2,-0.040670394,-0.18904349,0.851145619
ENSG00000139547,RDH16,0.717469039,0.637590922,0.527870031
ENSG00000139567,ACVRL1,0.436642402,0.629945621,0.532802396
ENSG00000139572,GPR84,0.94677131,0.856030617,0.397776566
ENSG00000139579,NABP2,0.607033914,1.962367414,0.057671009
ENSG00000139597,N4BP2L1,0.494724835,2.205812004,0.034023816
ENSG00000139610,CELA1,-3.597303571,-3.253187241,0.002522445
ENSG00000139613,SMARCC2,0.340802594,2.608004174,0.013278914
ENSG00000139618,BRCA2,1.241211463,1.972437221,0.056463699
ENSG00000139620,KANSL2,0.018753875,0.157907742,0.875432795
ENSG00000139624,CERS5,-0.010906368,-0.053909292,0.957312547
ENSG00000139625,MAP3K12,-0.921679633,-1.764173353,0.086389209
ENSG00000139626,ITGB7,-0.000545173,-0.001997985,0.998417132
ENSG00000139629,GALNT6,1.594616637,3.30703111,0.002180457
ENSG00000139631,CSAD,-0.619914498,-1.784263225,0.083011953
ENSG00000139636,LMBR1L,-0.256375774,-1.403558105,0.169220089
ENSG00000139637,C12orf10,-0.390879966,-1.789309004,0.082181466
ENSG00000139641,ESYT1,-0.159299599,-0.762088454,0.451088789
ENSG00000139644,TMBIM6,-0.047968716,-0.294709949,0.769948368
ENSG00000139645,ANKRD52,0.262691626,0.96180632,0.342714382
ENSG00000139651,ZNF740,-0.072444961,-0.220279932,0.826927046
ENSG00000139668,WDFY2,0.449566741,1.553547784,0.129247257
ENSG00000139675,HNRNPA1L2,0.003983662,0.011716625,0.990717922
ENSG00000139679,LPAR6,-1.730217977,-2.462499115,0.018838808
ENSG00000139684,ESD,-1.077883933,-5.575547943,2.76E-06
ENSG00000139687,RB1,0.407480038,1.872071858,0.069532355
ENSG00000139697,SBNO1,-0.071202011,-0.399991203,0.691582496
ENSG00000139714,MORN3,-1.608193249,-3.322466262,0.002090896
ENSG00000139718,SETD1B,-1.174652164,-3.601498387,0.000967291
ENSG00000139719,VPS33A,0.096775349,0.212030821,0.833307204
ENSG00000139722,VPS37B,1.527019846,4.68323614,4.12E-05
ENSG00000139725,RHOF,1.006705589,4.083124625,0.000243778
ENSG00000139726,DENR,0.119683923,0.892097982,0.378404581
ENSG00000139734,DIAPH3,2.817526061,2.628084058,0.01264328
ENSG00000139737,SLAIN1,-0.976950499,-1.777160424,0.084193017
ENSG00000139746,RBM26,-0.446318707,-2.1103359,0.042013516
ENSG00000139793,MBNL2,-0.431491691,-1.33048487,0.191922742
ENSG00000139826,ABHD13,-0.001024197,-0.005647153,0.995526163
ENSG00000139832,RAB20,-2.917087151,-2.229589627,0.032257639
ENSG00000139835,GRTP1,-1.988930572,-1.914351579,0.063740261
ENSG00000139842,CUL4A,-0.437407461,-2.449059171,0.019447253
ENSG00000139880,CDH24,0.92648932,0.845056106,0.403792737
ENSG00000139890,REM2,-1.812198856,-2.372614935,0.023261175
ENSG00000139899,CBLN3,-0.094268158,-0.111526819,0.91183277
ENSG00000139908,TSSK4,1.317227483,1.47476667,0.149172973
ENSG00000139914,FITM1,0.620000767,0.851940166,0.400012314
ENSG00000139921,TMX1,0.212758554,0.795969168,0.431390746
ENSG00000139926,FRMD6,5.225921068,4.981066819,1.68E-05
ENSG00000139946,PELI2,0.428168012,0.907717025,0.370206658
ENSG00000139970,RTN1,0.681521951,0.493516479,0.62471605
ENSG00000139974,SLC38A6,-1.100903571,-2.445831204,0.019596029
ENSG00000139977,NAA30,0.268867855,1.131311643,0.265580503
ENSG00000139985,ADAM21,1.949562546,2.610295711,0.013204913
ENSG00000139990,DCAF5,0.574427135,3.349640069,0.001941705
ENSG00000139998,RAB15,-0.953821693,-1.492837667,0.144398355
ENSG00000140006,WDR89,-1.357732989,-2.747315839,0.009412986
ENSG00000140009,ESR2,-1.548076983,-1.220503565,0.230395515
ENSG00000140025,EFCAB11,1.386459605,1.714656073,0.095210243
ENSG00000140030,GPR65,1.255963049,4.324341381,0.000120094
ENSG00000140043,PTGR2,0.566217432,0.738943416,0.464845417
ENSG00000140044,JDP2,1.569428392,1.155726175,0.255585576
ENSG00000140057,AK7,-0.272337568,-0.32142287,0.749792729
ENSG00000140090,SLC24A4,2.312529762,1.796601011,0.080993694
ENSG00000140092,FBLN5,-3.378661211,-3.577936899,0.001033251
ENSG00000140104,C14orf79,1.384785708,1.206910352,0.235523041
ENSG00000140105,WARS,1.260630639,2.872860585,0.006853232
ENSG00000140153,WDR20,-0.075549081,-0.401115239,0.690762364
ENSG00000140157,NIPA2,0.892156178,1.112542545,0.27345299
ENSG00000140199,SLC12A6,-0.308435191,-1.172510623,0.248874258
ENSG00000140259,MFAP1,0.620093498,0.739257024,0.464657406
ENSG00000140262,TCF12,0.265805607,1.183880892,0.24440142
ENSG00000140263,SORD,-0.425852816,-0.709272508,0.482831886
ENSG00000140264,SERF2,-0.187394554,-1.074115953,0.290086196
ENSG00000140265,ZSCAN29,0.856666743,1.526067267,0.135938155
ENSG00000140280,LYSMD2,-0.370971742,-1.190308301,0.241899192
ENSG00000140284,SLC27A2,0.333582387,0.302591072,0.763984245
ENSG00000140287,HDC,1.008662285,0.934746588,0.356293847
ENSG00000140299,BNIP2,0.119567338,0.991763884,0.328088402
ENSG00000140307,GTF2A2,-0.509897377,-4.034071325,0.000281168
ENSG00000140319,SRP14,-0.287471873,-2.440607843,0.01983897
ENSG00000140320,BAHD1,0.902333638,1.172010595,0.249072321
ENSG00000140323,DISP2,3.027806973,3.149517652,0.003329968
ENSG00000140326,CDAN1,0.224947766,1.010146484,0.319325677
ENSG00000140332,TLE3,-0.580823279,-1.34121089,0.188450909
ENSG00000140350,ANP32A,0.209203363,1.060634447,0.296086837
ENSG00000140365,COMMD4,0.536969515,2.14753216,0.038722218
ENSG00000140367,UBE2Q2,0.250455755,0.947354492,0.349923313
ENSG00000140368,PSTPIP1,0.732806577,2.505635216,0.017001437
ENSG00000140374,ETFA,0.520379616,3.444953008,0.001494931
ENSG00000140379,BCL2A1,-1.205421532,-1.377470962,0.177071431
ENSG00000140382,HMG20A,0.840172011,2.830633865,0.007630947
ENSG00000140386,SCAPER,0.142382434,0.611251135,0.544964798
ENSG00000140391,TSPAN3,1.769866732,2.750430907,0.009339916
ENSG00000140395,WDR61,-0.338111064,-1.953153094,0.058795298
ENSG00000140396,NCOA2,0.464569511,1.398397141,0.170751376
ENSG00000140398,NEIL1,2.45095791,4.384027205,0.00010065
ENSG00000140400,MAN2C1,0.150334149,0.318742403,0.751807458
ENSG00000140403,DNAJA4,-0.678655471,-1.661217743,0.105561329
ENSG00000140406,MESDC1,-0.302690405,-1.067462631,0.293036851
ENSG00000140416,TPM1,0.936096945,1.149742112,0.258009778
ENSG00000140443,IGF1R,0.480667929,0.98003778,0.333762322
ENSG00000140450,ARRDC4,2.469612697,3.058523837,0.00423582
ENSG00000140451,PIF1,4.254359999,3.364105651,0.001866497
ENSG00000140455,USP3,-0.749147111,-3.443919996,0.001499196
ENSG00000140459,CYP11A1,0.035712885,0.029039271,0.976997458
ENSG00000140463,BBS4,1.300027685,3.987275206,0.000322029
ENSG00000140464,PML,0.397444752,2.497935246,0.017316898
ENSG00000140465,CYP1A1,0.09830462,0.116137645,0.90820418
ENSG00000140470,ADAMTS17,-0.532636793,-0.462750042,0.646394494
ENSG00000140471,LINS,-1.052521273,-2.168127656,0.036999868
ENSG00000140474,ULK3,-0.048068012,-0.330214807,0.743196975
ENSG00000140479,PCSK6,2.122160526,1.798274354,0.080723188
ENSG00000140497,SCAMP2,-0.131418526,-0.529909106,0.599505146
ENSG00000140511,HAPLN3,-2.293689401,-3.796806196,0.000556739
ENSG00000140521,POLG,0.998534396,4.900750381,2.14E-05
ENSG00000140525,FANCI,1.220691909,1.598925645,0.118784985
ENSG00000140526,ABHD2,2.639339752,7.355839415,1.30E-08
ENSG00000140527,WDR93,3.717783551,5.005191108,1.56E-05
ENSG00000140534,TICRR,1.998891232,1.767121064,0.085886544
ENSG00000140543,DET1,0.02600627,0.02846573,0.977451642
ENSG00000140545,MFGE8,0.107346257,0.242689441,0.809655994
ENSG00000140548,ZNF710,1.453710474,2.381814851,0.022768775
ENSG00000140553,UNC45A,0.370009742,2.233574175,0.031969819
ENSG00000140563,MCTP2,4.159274103,6.219413604,3.90E-07
ENSG00000140564,FURIN,2.490048533,5.995347186,7.69E-07
ENSG00000140575,IQGAP1,1.415266523,7.956100537,2.25E-09
ENSG00000140577,CRTC3,-0.620357031,-2.424539764,0.020603593
ENSG00000140598,EFTUD1,0.043764942,0.17701344,0.860513473
ENSG00000140612,SEC11A,-0.206016383,-1.655779721,0.106665054
ENSG00000140632,GLYR1,0.368558958,2.225825605,0.032531654
ENSG00000140650,PMM2,0.158049199,0.19733358,0.844702731
ENSG00000140675,SLC5A2,-1.627844126,-1.482046432,0.147234644
ENSG00000140678,ITGAX,13.08640358,10.61682963,1.63E-12
ENSG00000140682,TGFB1I1,-2.566616029,-2.107873589,0.042239864
ENSG00000140688,C16orf58,-0.467707507,-2.554190457,0.015130393
ENSG00000140691,ARMC5,0.938869301,2.43256633,0.020218349
ENSG00000140694,PARN,0.310556328,1.625442774,0.112998655
ENSG00000140718,FTO,0.338080434,0.506513882,0.615657248
ENSG00000140740,UQCRC2,0.272057938,1.732403977,0.09196569
ENSG00000140743,CDR2,-2.968542669,-8.283499962,8.83E-10
ENSG00000140749,IGSF6,0.551041937,0.587731939,0.560467829
ENSG00000140750,ARHGAP17,0.292238178,1.013974321,0.317521277
ENSG00000140795,MYLK3,2.343796521,2.429185919,0.02037979
ENSG00000140807,NKD1,-2.539129292,-2.858287114,0.007112844
ENSG00000140829,DHX38,0.321906269,2.129138102,0.04032014
ENSG00000140830,TXNL4B,0.259301514,0.353887996,0.725535969
ENSG00000140836,ZFHX3,3.87583213,3.721941048,0.000688823
ENSG00000140848,CPNE2,-1.157424481,-1.465460833,0.151680289
ENSG00000140853,NLRC5,-0.097048074,-0.301757744,0.764614191
ENSG00000140854,KATNB1,0.350564117,1.680851511,0.101654767
ENSG00000140859,KIFC3,7.044904368,5.67527243,2.04E-06
ENSG00000140873,ADAMTS18,-0.660196624,-0.811718468,0.422413989
ENSG00000140876,NUDT7,-0.279392014,-0.257699999,0.798140598
ENSG00000140905,GCSH,1.519669196,3.328466799,0.002057037
ENSG00000140931,CMTM3,0.15172851,0.9359435,0.355685813
ENSG00000140939,NOL3,-2.80981206,-2.962143877,0.005446863
ENSG00000140941,MAP1LC3B,0.696511584,4.690902996,4.03E-05
ENSG00000140943,MBTPS1,0.041760367,0.315369597,0.754345079
ENSG00000140945,CDH13,0.32679416,0.40541977,0.687625147
ENSG00000140948,ZCCHC14,-1.020458756,-2.991385222,0.005048677
ENSG00000140950,TLDC1,-0.565926788,-0.747739566,0.459588802
ENSG00000140961,OSGIN1,0.781756598,0.960082991,0.343568786
ENSG00000140968,IRF8,8.248053535,5.886846178,1.07E-06
ENSG00000140983,RHOT2,-0.464143544,-3.405183864,0.001667835
ENSG00000140986,RPL3L,-0.032793384,-0.029138747,0.976918684
ENSG00000140987,ZSCAN32,0.880249199,1.200915916,0.237810796
ENSG00000140988,RPS2,-1.485994704,-6.69684918,9.23E-08
ENSG00000140990,NDUFB10,-0.363435616,-2.388438665,0.022420122
ENSG00000140992,PDPK1,0.222457994,1.133368479,0.264727782
ENSG00000140993,TIGD7,0.842782417,1.22359039,0.229242743
ENSG00000140995,DEF8,-0.55521025,-2.32620536,0.025895123
ENSG00000141002,TCF25,0.344828839,2.310507165,0.026845181
ENSG00000141012,GALNS,0.155138349,0.875524906,0.387229734
ENSG00000141013,GAS8,-0.971411787,-0.945794261,0.350707556
ENSG00000141026,MED9,0.013167311,0.058285876,0.953850882
ENSG00000141027,NCOR1,0.200058967,1.469916049,0.150475752
ENSG00000141030,COPS3,0.580958339,2.899588445,0.006400022
ENSG00000141034,GID4,-0.359434019,-0.900089872,0.374195429
ENSG00000141040,ZNF287,-0.80464102,-1.297338313,0.202961898
ENSG00000141068,KSR1,1.246426969,2.917820571,0.006107168
ENSG00000141076,CIRH1A,-0.389976352,-1.836783266,0.074706334
ENSG00000141084,RANBP10,-0.298158226,-0.904961158,0.371644705
ENSG00000141096,DPEP3,2.027353592,1.561085377,0.127459379
ENSG00000141098,GFOD2,-0.47063483,-1.32053141,0.195188205
ENSG00000141101,NOB1,-0.276848363,-1.581005734,0.122830842
ENSG00000141127,PRPSAP2,0.216199352,0.788987184,0.435406969
ENSG00000141161,UNC45B,-0.219611496,-0.152874048,0.879371457
ENSG00000141179,PCTP,2.625577666,3.735569397,0.000662707
ENSG00000141194,OR4D1,-0.205555825,-0.20700096,0.837203137
ENSG00000141198,TOM1L1,-2.537830027,-2.476455667,0.018225396
ENSG00000141219,C17orf80,0.741944727,0.748975784,0.458852826
ENSG00000141232,TOB1,-1.766633073,-5.348042819,5.52E-06
ENSG00000141252,VPS53,0.551648281,1.226216328,0.228265465
ENSG00000141255,SPATA22,1.623658383,1.721340292,0.093977221
ENSG00000141258,SGSM2,-0.799445972,-3.065031445,0.004163976
ENSG00000141279,NPEPPS,0.567524574,2.283908966,0.028526745
ENSG00000141293,SKAP1,-0.145328192,-0.806447291,0.425405662
ENSG00000141294,LRRC46,0.79551883,0.826004098,0.41437103
ENSG00000141295,SCRN2,-0.033193668,-0.1436963,0.886560623
ENSG00000141298,SSH2,0.408351219,1.871620311,0.069596572
ENSG00000141314,RHBDL3,-0.529014272,-0.639310992,0.526763683
ENSG00000141337,ARSG,0.603118707,1.648937001,0.10806742
ENSG00000141349,G6PC3,0.521628216,2.424972011,0.020582678
ENSG00000141367,CLTC,0.534260629,1.661159904,0.105573018
ENSG00000141376,BCAS3,0.655745207,2.018299635,0.051238684
ENSG00000141378,PTRH2,0.1899822,0.227680839,0.82121303
ENSG00000141380,SS18,0.936960521,3.344669565,0.00196821
ENSG00000141384,TAF4B,-3.194523081,-3.796093244,0.000557872
ENSG00000141385,AFG3L2,0.130227307,0.736718443,0.466180578
ENSG00000141391,SLMO1,-2.326753272,-2.900820404,0.006379826
ENSG00000141401,IMPA2,0.520509847,0.971104821,0.338128776
ENSG00000141404,GNAL,3.034730069,3.062524628,0.004191514
ENSG00000141424,SLC39A6,0.625777076,2.67052618,0.011391163
ENSG00000141425,RPRD1A,0.277450006,1.238143837,0.223865426
ENSG00000141428,C18orf21,-0.317858786,-0.991019452,0.32844666
ENSG00000141429,GALNT1,1.705379839,3.639741385,0.000868797
ENSG00000141434,MEP1B,1.167361178,1.442346932,0.158052857
ENSG00000141441,GAREM,-2.025578159,-2.03264624,0.049693276
ENSG00000141446,ESCO1,0.538302524,2.897472001,0.006434858
ENSG00000141447,OSBPL1A,-4.454182348,-3.277045929,0.002365026
ENSG00000141448,GATA6,3.662967401,2.463131314,0.01881062
ENSG00000141449,GREB1L,-0.101640922,-0.08559445,0.932274311
ENSG00000141452,C18orf8,0.400474562,2.553490504,0.015155967
ENSG00000141456,PELP1,-0.736911424,-2.298580285,0.027587858
ENSG00000141458,NPC1,0.982958721,2.221741479,0.032831322
ENSG00000141469,SLC14A1,-0.483269419,-0.373781733,0.710810945
ENSG00000141480,ARRB2,-0.444264924,-1.768407209,0.085667994
ENSG00000141485,SLC13A5,-4.83542472,-4.712853073,3.77E-05
ENSG00000141497,ZMYND15,-2.097062108,-1.779580767,0.083788975
ENSG00000141499,WRAP53,1.117031494,1.45468827,0.154624472
ENSG00000141503,MINK1,-1.658749373,-5.914594028,9.84E-07
ENSG00000141504,SAT2,0.32488665,1.831639842,0.075487201
ENSG00000141505,ASGR1,0.902939679,0.660617653,0.513162315
ENSG00000141506,PIK3R5,0.197130069,1.072036945,0.291005958
ENSG00000141510,TP53,0.2043435,1.04122307,0.304878191
ENSG00000141519,CCDC40,-0.139309918,-0.113759952,0.910075113
ENSG00000141522,ARHGDIA,-0.389443044,-1.628099717,0.112431868
ENSG00000141524,TMC6,-0.285098145,-2.324281885,0.02600988
ENSG00000141526,SLC16A3,1.645028445,3.725924491,0.000681088
ENSG00000141527,CARD14,-1.163521101,-1.02407593,0.31279302
ENSG00000141540,TTYH2,-2.91053939,-2.960198495,0.005474377
ENSG00000141542,RAB40B,0.092590252,0.191625374,0.849137898
ENSG00000141543,EIF4A3,-0.139697729,-0.799667863,0.429272264
ENSG00000141551,CSNK1D,0.731427293,3.968057817,0.000340438
ENSG00000141552,ANAPC11,-0.008396934,-0.038617614,0.969413672
ENSG00000141556,TBCD,-0.276608154,-1.117265059,0.271456681
ENSG00000141560,FN3KRP,0.391870465,2.164138632,0.037328051
ENSG00000141562,NARF,0.699654583,1.872943938,0.069408475
ENSG00000141564,RPTOR,-0.018963851,-0.080421401,0.936358073
ENSG00000141568,FOXK2,0.184290961,0.478563577,0.635211358
ENSG00000141569,TRIM65,0.16075964,0.582021392,0.564265393
ENSG00000141570,CBX8,2.197882876,2.444920487,0.019638191
ENSG00000141574,SECTM1,0.407478675,0.419784006,0.677197038
ENSG00000141576,RNF157,-3.519207636,-4.554783346,6.06E-05
ENSG00000141577,CEP131,-0.117982429,-0.396795676,0.693916115
ENSG00000141580,WDR45B,0.518569829,3.002271582,0.004907569
ENSG00000141582,CBX4,0.448459458,2.223777924,0.032681594
ENSG00000141622,RNF165,6.788119572,5.876409135,1.10E-06
ENSG00000141627,DYM,0.110433626,0.442721767,0.660678474
ENSG00000141642,ELAC1,0.410127041,0.506125083,0.615927354
ENSG00000141644,MBD1,0.257428361,1.001436741,0.32345739
ENSG00000141646,SMAD4,0.267871596,1.036266452,0.307151711
ENSG00000141655,TNFRSF11A,3.690738775,2.394839635,0.022087804
ENSG00000141664,ZCCHC2,0.92751099,2.735134886,0.009703847
ENSG00000141665,FBXO15,-2.077034744,-1.800851712,0.08030804
ENSG00000141682,PMAIP1,0.280366646,0.678461905,0.501919652
ENSG00000141696,P3H4,2.368344386,3.235274954,0.002647144
ENSG00000141698,NT5C3B,-2.044063433,-3.760476134,0.000617436
ENSG00000141699,FAM134C,0.322696983,1.347601962,0.186405317
ENSG00000141736,ERBB2,2.284213118,3.280420769,0.002343531
ENSG00000141741,MIEN1,0.317103968,1.625962774,0.112887543
ENSG00000141744,PNMT,3.619814272,3.610499513,0.000943182
ENSG00000141753,IGFBP4,1.448237646,0.741565832,0.463274611
ENSG00000141756,FKBP10,5.472761648,7.373620509,1.23E-08
ENSG00000141759,TXNL4A,-0.188122699,-1.371650154,0.178861349
ENSG00000141837,CACNA1A,1.201773365,1.469847386,0.150494258
ENSG00000141854,CTB-55O6.8,1.267535891,1.953000666,0.058814055
ENSG00000141858,SAMD1,-0.953930291,-2.557363683,0.015014953
ENSG00000141867,BRD4,-0.256522024,-1.837258783,0.07463449
ENSG00000141873,SLC39A3,0.195766324,0.846108925,0.403213134
ENSG00000141905,NFIC,-0.965084716,-3.492903149,0.001309292
ENSG00000141933,TPGS1,-0.351920983,-1.778158858,0.084026144
ENSG00000141934,PPAP2C,-1.897649092,-1.388944391,0.173584107
ENSG00000141956,PRDM15,-0.612628255,-1.572073585,0.124889037
ENSG00000141959,PFKL,-0.958238237,-5.150924478,1.00E-05
ENSG00000141965,FEM1A,0.028167132,0.076965802,0.939087007
ENSG00000141968,VAV1,0.380114907,1.889441561,0.067100352
ENSG00000141971,MVB12A,-0.007371303,-0.039506707,0.968709856
ENSG00000141985,SH3GL1,0.194729156,0.790710741,0.434413446
ENSG00000141994,DUS3L,0.214286696,0.428367085,0.670996421
ENSG00000142002,DPP9,0.87448653,5.654533553,2.17E-06
ENSG00000142039,CCDC97,0.139496132,0.615598301,0.542123797
ENSG00000142046,TMEM91,-0.093479204,-0.262107867,0.794767646
ENSG00000142065,ZFP14,0.747631871,1.269388773,0.21263965
ENSG00000142082,SIRT3,-0.146164426,-0.584843826,0.562386835
ENSG00000142089,IFITM3,3.504332279,5.409980454,4.57E-06
ENSG00000142102,ATHL1,-0.319604327,-0.557357208,0.58081419
ENSG00000142149,HUNK,-0.778567268,-0.627323555,0.534499606
ENSG00000142156,COL6A1,-4.802222134,-3.838349957,0.000494419
ENSG00000142166,IFNAR1,-0.591969151,-3.215001994,0.002795362
ENSG00000142168,SOD1,-1.457631656,-7.432351305,1.04E-08
ENSG00000142173,COL6A2,0.940271647,1.036449759,0.307067422
ENSG00000142178,SIK1,0.386701177,0.232063608,0.817833866
ENSG00000142185,TRPM2,3.057440514,2.057304202,0.04713226
ENSG00000142186,SCYL1,0.238788056,1.176444172,0.24732017
ENSG00000142188,TMEM50B,-0.044589547,-0.308216825,0.75973579
ENSG00000142192,APP,-2.298770558,-3.350985561,0.001934589
ENSG00000142197,DOPEY2,0.35376589,0.967592027,0.339856277
ENSG00000142207,URB1,0.682615779,0.852320631,0.399804029
ENSG00000142208,AKT1,0.863999923,4.118116156,0.000220123
ENSG00000142227,EMP3,-0.323652498,-1.458765823,0.153504777
ENSG00000142230,SAE1,-0.060810892,-0.477560258,0.635918356
ENSG00000142233,NTN5,-0.200591891,-0.239283923,0.812274642
ENSG00000142235,LMTK3,-4.514163059,-5.285748345,6.67E-06
ENSG00000142252,GEMIN7,1.978383823,2.594486457,0.013723273
ENSG00000142279,WTIP,-0.677849692,-0.665906039,0.509816191
ENSG00000142303,ADAMTS10,2.477622399,4.344460064,0.000113159
ENSG00000142327,RNPEPL1,0.206295547,1.411817746,0.16679179
ENSG00000142330,CAPN10,0.305044112,1.501127223,0.142249388
ENSG00000142347,MYO1F,1.561853949,7.418173877,1.08E-08
ENSG00000142396,ERVK3-1,0.36415033,0.875974782,0.386988459
ENSG00000142405,NLRP12,0.523952237,0.432499615,0.668019264
ENSG00000142409,ZNF787,0.776682229,2.538346128,0.015719088
ENSG00000142444,C19orf52,0.834318556,1.615110693,0.115225089
ENSG00000142453,CARM1,0.276562874,0.293734205,0.770687769
ENSG00000142459,EVI5L,0.591999237,1.063289754,0.294898151
ENSG00000142494,SLC47A1,4.717942557,3.718519447,0.000695535
ENSG00000142507,PSMB6,0.152111028,0.880323956,0.384660869
ENSG00000142512,SIGLEC10,5.606986793,4.40286943,9.52E-05
ENSG00000142513,ACPT,0.302926708,0.293166073,0.771118389
ENSG00000142515,KLK3,0.819240805,0.858130519,0.396631865
ENSG00000142528,ZNF473,0.797437579,0.92586404,0.36082754
ENSG00000142530,FAM71E1,-1.062185649,-1.67742862,0.102327056
ENSG00000142534,RPS11,-0.936718588,-4.90227191,2.13E-05
ENSG00000142538,PTH2,0.200403807,0.216798037,0.829618642
ENSG00000142541,RPL13A,-1.49406033,-7.399097914,1.14E-08
ENSG00000142544,CTU1,0.043954206,0.152797585,0.87943131
ENSG00000142546,NOSIP,-1.873602687,-7.648300056,5.51E-09
ENSG00000142552,RCN3,-2.106054408,-2.163954498,0.037343262
ENSG00000142556,ZNF614,0.853189634,1.378303483,0.17681657
ENSG00000142599,RERE,-1.150314664,-3.667495395,0.000803462
ENSG00000142606,MMEL1,-1.497140216,-1.398031,0.170860422
ENSG00000142611,PRDM16,6.001847871,8.448414161,5.53E-10
ENSG00000142621,FHAD1,4.644035698,5.21954917,8.15E-06
ENSG00000142627,EPHA2,2.044043872,3.071266754,0.004096221
ENSG00000142632,ARHGEF19,0.689301715,2.361400923,0.0238744
ENSG00000142634,EFHD2,3.010379255,9.349568322,4.57E-11
ENSG00000142655,PEX14,0.083396167,0.367118697,0.715730624
ENSG00000142657,PGD,0.636631172,2.582105969,0.014142223
ENSG00000142669,SH3BGRL3,-0.462189401,-2.154621831,0.038121467
ENSG00000142675,CNKSR1,-4.622085838,-4.876781425,2.30E-05
ENSG00000142676,RPL11,-1.442407185,-6.589286675,1.27E-07
ENSG00000142684,ZNF593,0.142081862,0.172417375,0.864097941
ENSG00000142686,C1orf216,0.397375158,0.835524687,0.409063665
ENSG00000142687,KIAA0319L,0.235178396,0.923455783,0.362063204
ENSG00000142694,EVA1B,1.254891293,1.562878017,0.127037141
ENSG00000142700,DMRTA2,1.756917927,2.059316313,0.046928479
ENSG00000142731,PLK4,0.235768997,0.322595329,0.748912028
ENSG00000142733,MAP3K6,0.489040307,0.54630489,0.588306089
ENSG00000142751,GPN2,0.363142121,0.693508954,0.492545997
ENSG00000142765,SYTL1,-0.201500003,-1.008787499,0.319967968
ENSG00000142784,WDTC1,0.346643876,0.964056445,0.341600935
ENSG00000142794,NBPF3,0.904047248,1.044345228,0.303452103
ENSG00000142798,HSPG2,0.163966677,0.141922739,0.887951042
ENSG00000142856,ITGB3BP,0.465331117,1.308993156,0.199026586
ENSG00000142864,SERBP1,0.268836563,2.099149876,0.043050473
ENSG00000142867,BCL10,0.034457681,0.136291202,0.892368363
ENSG00000142875,PRKACB,0.755112526,3.601473642,0.000967358
